DB00005	Etanercept	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB00428	Streptozocin	Cytochrome P450 1A2	Human	P05177	inducer
DB00428	Streptozocin	Cytochrome P450 2E1	Human	P05181	inducer
DB00432	Trifluridine	Thymidine kinase, cytosolic	Human	P04183	substrate
DB00432	Trifluridine	Thymidine phosphorylase	Human	P19971	substrate
DB00433	Prochlorperazine	Cytochrome P450 2D6	Human	P10635	substrate
DB00433	Prochlorperazine	Cytochrome P450 3A4	Human	P08684	substrate
DB00434	Cyproheptadine	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB00435	Nitric Oxide	Aldehyde dehydrogenase, mitochondrial	Human	P05091	inhibitor
DB00435	Nitric Oxide	Cytochrome P450 1A2	Human	P05177	substrate
DB00435	Nitric Oxide	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00435	Nitric Oxide	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00436	Bendroflumethiazide	Thiopurine S-methyltransferase	Human	P51580	inhibitor
DB00437	Allopurinol	Aldehyde oxidase	None	None	None
DB00437	Allopurinol	Aldehyde oxidase	Human	Q06278	substrate
DB00437	Allopurinol	Xanthine dehydrogenase/oxidase	Human	P47989	substrate
DB00439	Cerivastatin	Cytochrome P450 2C8	None	None	None
DB00439	Cerivastatin	Cytochrome P450 2C8	None	None	None
DB00439	Cerivastatin	Cytochrome P450 3A4	None	None	None
DB00439	Cerivastatin	Cytochrome P450 3A4	Human	P08684	substrate
DB00439	Cerivastatin	Cytochrome P450 3A5	Human	P20815	substrate
DB00439	Cerivastatin	Cytochrome P450 3A7	Human	P24462	substrate
DB00439	Cerivastatin	Cytochrome P450 2C8	Human	P10632	substrate
DB00439	Cerivastatin	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00439	Cerivastatin	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00439	Cerivastatin	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00439	Cerivastatin	Cytochrome P450 2B6	Human	P20813	inducer
DB00439	Cerivastatin	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00440	Trimethoprim	Cytochrome P450 2C9	Human	P11712	substrate
DB00440	Trimethoprim	Cytochrome P450 3A4	Human	P08684	substrate
DB00440	Trimethoprim	Cytochrome P450 2C8	Human	P10632	substrate
DB00441	Gemcitabine	Deoxycytidine kinase	None	None	None
DB00441	Gemcitabine	Deoxycytidylate deaminase	None	None	None
DB00441	Gemcitabine	UMP-CMP kinase	None	None	None
DB00441	Gemcitabine	Nucleoside diphosphate kinase A	None	None	None
DB00441	Gemcitabine	Cytidine deaminase	Human	P32320	substrate
DB00441	Gemcitabine	Deoxycytidine kinase	Human	P27707	substrate
DB00443	Betamethasone	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00443	Betamethasone	Cytochrome P450 19A1	Human	P11511	substrate
DB00444	Teniposide	Cytochrome P450 3A4	None	None	None
DB00444	Teniposide	Cytochrome P450 3A5	None	None	None
DB00444	Teniposide	Cytochrome P450 3A5	None	None	None
DB00444	Teniposide	Cytochrome P450 3A4	None	None	None
DB00444	Teniposide	Myeloperoxidase	None	None	None
DB00444	Teniposide	Cytochrome P450 3A4	Human	P08684	substrate
DB00444	Teniposide	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00444	Teniposide	Cytochrome P450 2C19	Human	P33261	substrate
DB00444	Teniposide	Cytochrome P450 3A5	Human	P20815	substrate
DB00445	Epirubicin	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB00445	Epirubicin	Cytosolic phospholipase A2	Human	P47712	inhibitor
DB00446	Chloramphenicol	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00446	Chloramphenicol	Cytochrome P450 3A5	Human	P20815	inhibitor
DB00446	Chloramphenicol	Cytochrome P450 3A7	Human	P24462	inhibitor
DB00446	Chloramphenicol	Cytochrome P450 2C19	Human	P33261	substrate
DB00446	Chloramphenicol	Chloramphenicol acetyltransferase 3	Escherichia coli	P00484	substrate
DB00446	Chloramphenicol	Chloramphenicol acetyltransferase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	P26841	substrate
DB00446	Chloramphenicol	Chloramphenicol 3-O phosphotransferase	Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745)	Q56148	substrate
DB00446	Chloramphenicol	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00446	Chloramphenicol	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00448	Lansoprazole	Cytochrome P450 2C19	None	None	None
DB00448	Lansoprazole	Cytochrome P450 2C9	None	None	None
DB00448	Lansoprazole	Cytochrome P450 3A4	None	None	None
DB00448	Lansoprazole	Cytochrome P450 2C19	None	None	None
DB00448	Lansoprazole	Cytochrome P450 3A4	None	None	None
DB00448	Lansoprazole	Cytochrome P450 2C9	None	None	None
DB00448	Lansoprazole	Cytochrome P450 3A4	None	None	None
DB00448	Lansoprazole	Cytochrome P450 3A4	Human	P08684	substrate
DB00448	Lansoprazole	Cytochrome P450 2C19	Human	P33261	substrate
DB00448	Lansoprazole	Cytochrome P450 2C9	Human	P11712	substrate
DB00448	Lansoprazole	Cytochrome P450 1A1	Human	P04798	inducer
DB00448	Lansoprazole	Cytochrome P450 1A2	Human	P05177	inducer
DB00448	Lansoprazole	Cytochrome P450 1B1	Human	Q16678	inducer
DB00448	Lansoprazole	Cytochrome P450 2C18	Human	P33260	substrate
DB00448	Lansoprazole	Cytochrome P450 2C8	Human	P10632	substrate
DB00448	Lansoprazole	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00448	Lansoprazole	Cytochrome P450 4A11	Human	Q02928	inducer
DB00451	Levothyroxine	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00451	Levothyroxine	Cytochrome P450 3A4	Human	P08684	substrate
DB00451	Levothyroxine	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00454	Pethidine	Cytochrome P450 3A4	Human	P08684	substrate
DB00454	Pethidine	Cytochrome P450 2C19	Human	P33261	substrate
DB00454	Pethidine	Cytochrome P450 2B6	Human	P20813	substrate
DB00454	Pethidine	Cytochrome P450 2D6	Human	P10635	substrate
DB00455	Loratadine	Cytochrome P450 3A4	None	None	None
DB00455	Loratadine	Cytochrome P450 2C8	Human	P10632	substrate
DB00455	Loratadine	Cytochrome P450 3A4	Human	P08684	substrate
DB00455	Loratadine	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00455	Loratadine	Cytochrome P450 2D6	Human	P10635	substrate
DB00455	Loratadine	Cytochrome P450 2C9	Human	P11712	substrate
DB00457	Prazosin	Cytochrome P450 1A1	Human	P04798	substrate
DB00458	Imipramine	Cytochrome P450 1A2	None	None	None
DB00458	Imipramine	Cytochrome P450 2C19	None	None	None
DB00458	Imipramine	Cytochrome P450 3A4	None	None	None
DB00458	Imipramine	Cytochrome P450 1A2	None	None	None
DB00458	Imipramine	Cytochrome P450 2C19	None	None	None
DB00458	Imipramine	Cytochrome P450 2D6	None	None	None
DB00458	Imipramine	Cytochrome P450 3A4	None	None	None
DB00458	Imipramine	Cytochrome P450 2D6	None	None	None
DB00458	Imipramine	Cytochrome P450 2D6	Human	P10635	substrate
DB00458	Imipramine	Cytochrome P450 2C19	Human	P33261	substrate
DB00458	Imipramine	Cytochrome P450 1A2	Human	P05177	substrate
DB00458	Imipramine	Cytochrome P450 3A4	Human	P08684	substrate
DB00458	Imipramine	Cytochrome P450 3A7	Human	P24462	substrate
DB00458	Imipramine	Cytochrome P450 2B6	Human	P20813	substrate
DB00458	Imipramine	Cytochrome P450 2C18	Human	P33260	substrate
DB00458	Imipramine	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00459	Acitretin	Cytochrome P450 26A1	Human	O43174	substrate
DB00461	Nabumetone	Cytochrome P450 1A2	None	None	None
DB00461	Nabumetone	Myeloperoxidase	Human	P05164	inhibitor
DB00461	Nabumetone	Cytochrome P450 1A2	Human	P05177	substrate
DB00467	Enoxacin	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00468	Quinine	Cytochrome P450 3A4	None	None	None
DB00468	Quinine	Cytochrome P450 3A5	Human	P20815	substrate
DB00468	Quinine	Cytochrome P450 1A2	Human	P05177	substrate
DB00468	Quinine	Cytochrome P450 2C8	Human	P10632	substrate
DB00468	Quinine	Cytochrome P450 2C9	Human	P11712	substrate
DB00468	Quinine	Cytochrome P450 2C19	Human	P33261	substrate
DB00468	Quinine	Cytochrome P450 2E1	Human	P05181	substrate
DB00468	Quinine	Cytochrome P450 3A7	Human	P24462	substrate
DB00468	Quinine	Cytochrome P450 1A1	Human	P04798	inhibitor
DB00468	Quinine	Cytochrome P450 3A4	Human	P08684	substrate
DB00468	Quinine	Cytochrome P450 2D6	Human	P10635	substrate
DB00469	Tenoxicam	Cytochrome P450 2C9	None	None	None
DB00469	Tenoxicam	Cytochrome P450 2C9	Human	P11712	substrate
DB00470	Dronabinol	Cytochrome P450 2C9	None	None	None
DB00470	Dronabinol	Cytochrome P450 2C19	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 2C19	None	None	None
DB00470	Dronabinol	Cytochrome P450 2C9	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	None	None	None
DB00470	Dronabinol	Prostaglandin G/H synthase 1	None	None	None
DB00470	Dronabinol	Cytochrome P450 3A4	Human	P08684	substrate
DB00470	Dronabinol	Cytochrome P450 2C9	Human	P11712	substrate
DB00470	Dronabinol	Cytochrome P450 2C19	Human	P33261	substrate
DB00470	Dronabinol	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB00470	Dronabinol	Cytochrome P450 1A1	Human	P04798	substrate
DB00470	Dronabinol	Cytochrome P450 2A6	Human	P11509	substrate
DB00471	Montelukast	Cytochrome P450 3A4	None	None	None
DB00471	Montelukast	Cytochrome P450 2A6	None	None	None
DB00471	Montelukast	Cytochrome P450 3A4	None	None	None
DB00471	Montelukast	Cytochrome P450 2A6	None	None	None
DB00471	Montelukast	Cytochrome P450 3A4	None	None	None
DB00471	Montelukast	Cytochrome P450 3A4	None	None	None
DB00471	Montelukast	Cytochrome P450 2C9	None	None	None
DB00471	Montelukast	Cytochrome P450 2C9	None	None	None
DB00471	Montelukast	Cytochrome P450 3A4	None	None	None
DB00471	Montelukast	Cytochrome P450 2A6	None	None	None
DB00471	Montelukast	Cytochrome P450 3A4	None	None	None
DB00471	Montelukast	Cytochrome P450 3A4	None	None	None
DB00471	Montelukast	Cytochrome P450 2C9	None	None	None
DB00471	Montelukast	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00471	Montelukast	Cytochrome P450 3A4	Human	P08684	substrate
DB00471	Montelukast	Cytochrome P450 2C9	Human	P11712	substrate
DB00471	Montelukast	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB00471	Montelukast	Cytochrome P450 2A6	Human	P11509	substrate
DB00472	Fluoxetine	Cytochrome P450 2C19	None	None	None
DB00472	Fluoxetine	Cytochrome P450 3A4	None	None	None
DB00472	Fluoxetine	UDP-glucuronosyltransferase	None	None	None
DB00472	Fluoxetine	Cytochrome P450 2D6	None	None	None
DB00472	Fluoxetine	Cytochrome P450 3A4	None	None	None
DB00472	Fluoxetine	Cytochrome P450 2C9	None	None	None
DB00472	Fluoxetine	Cytochrome P450 3A5	None	None	None
DB00472	Fluoxetine	Cytochrome P450 2C19	None	None	None
DB00472	Fluoxetine	Cytochrome P450 2C19	None	None	None
DB00472	Fluoxetine	Cytochrome P450 3A4	None	None	None
DB00472	Fluoxetine	UDP-glucuronosyltransferase	None	None	None
DB00472	Fluoxetine	Cytochrome P450 2C19	Human	P33261	substrate
DB00472	Fluoxetine	Cytochrome P450 2D6	Human	P10635	substrate
DB00472	Fluoxetine	Cytochrome P450 2C9	Human	P11712	substrate
DB00472	Fluoxetine	CYP2B protein	Human	Q14097	inhibitor
DB00472	Fluoxetine	Cytochrome P450 1A2	Human	P05177	substrate
DB00472	Fluoxetine	Cytochrome P450 3A4	Human	P08684	substrate
DB00472	Fluoxetine	Cytochrome P450 2B6	Human	P20813	substrate
DB00472	Fluoxetine	Cytochrome P450 3A5	Human	P20815	substrate
DB00475	Chlordiazepoxide	Cytochrome P450 3A4	Human	P08684	substrate
DB00475	Chlordiazepoxide	Cytochrome P450 2D6	Human	P10635	substrate
DB00476	Duloxetine	Cytochrome P450 1A2	Human	P05177	substrate
DB00476	Duloxetine	Cytochrome P450 2D6	Human	P10635	substrate
DB00477	Chlorpromazine	Cytochrome P450 2D6	None	None	None
DB00477	Chlorpromazine	Cytochrome P450 3A4	None	None	None
DB00477	Chlorpromazine	Cytochrome P450 2D6	Human	P10635	substrate
DB00477	Chlorpromazine	Cytochrome P450 1A2	Human	P05177	substrate
DB00477	Chlorpromazine	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00477	Chlorpromazine	Cytochrome P450 3A4	Human	P08684	substrate
DB00477	Chlorpromazine	Cholinesterase	Human	P06276	inhibitor
DB00481	Raloxifene	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00481	Raloxifene	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00481	Raloxifene	Aldehyde oxidase	Human	Q06278	inhibitor
DB00481	Raloxifene	Cytochrome P450 19A1	Human	P11511	inhibitor
DB00481	Raloxifene	Cytochrome P450 3A4	Human	P08684	substrate
DB00481	Raloxifene	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00482	Celecoxib	Cytochrome P450 2C9	None	None	None
DB00482	Celecoxib	Cytochrome P450 3A4	None	None	None
DB00482	Celecoxib	Cytochrome P450 2C19	None	None	None
DB00482	Celecoxib	Cytochrome P450 2C9	None	None	None
DB00482	Celecoxib	Cytochrome P450 3A4	None	None	None
DB00482	Celecoxib	Alcohol dehydrogenase 1A	None	None	None
DB00482	Celecoxib	Alcohol dehydrogenase 1B	None	None	None
DB00482	Celecoxib	UDP-glucuronosyltransferase	None	None	None
DB00482	Celecoxib	Cytochrome P450 3A4	Human	P08684	substrate
DB00482	Celecoxib	Cytochrome P450 2C9	Human	P11712	substrate
DB00482	Celecoxib	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00482	Celecoxib	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00484	Brimonidine	Aldehyde oxidase	None	None	None
DB00484	Brimonidine	Aldehyde oxidase	None	None	None
DB00484	Brimonidine	Aldehyde oxidase	Human	Q06278	substrate
DB00485	Dicloxacillin	Cytochrome P450 3A4	Human	P08684	inducer
DB00486	Nabilone	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00486	Nabilone	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00486	Nabilone	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00487	Pefloxacin	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00490	Buspirone	Cytochrome P450 3A4	None	None	None
DB00490	Buspirone	Cytochrome P450 3A4	None	None	None
DB00490	Buspirone	Cytochrome P450 3A5	None	None	None
DB00490	Buspirone	Cytochrome P450 2D6	None	None	None
DB00490	Buspirone	Cytochrome P450 3A4	None	None	None
DB00490	Buspirone	Cytochrome P450 3A4	None	None	None
DB00490	Buspirone	Cytochrome P450 3A4	None	None	None
DB00490	Buspirone	Cytochrome P450 3A4	Human	P08684	substrate
DB00490	Buspirone	Cytochrome P450 3A5	Human	P20815	substrate
DB00490	Buspirone	Cytochrome P450 3A7	Human	P24462	substrate
DB00490	Buspirone	Cytochrome P450 2D6	Human	P10635	substrate
DB00491	Miglitol	Pancreatic alpha-amylase	Human	P04746	None
DB00494	Entacapone	Catechol O-methyltransferase	Human	P21964	inhibitor
DB00494	Entacapone	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB00494	Entacapone	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00494	Entacapone	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00495	Zidovudine	Cytochrome P450 2A6	Human	P11509	substrate
DB00495	Zidovudine	Cytochrome P450 2C19	Human	P33261	substrate
DB00495	Zidovudine	Cytochrome P450 2C8	Human	P10632	substrate
DB00495	Zidovudine	Cytochrome P450 2C9	Human	P11712	substrate
DB00495	Zidovudine	Cytochrome P450 3A4	Human	P08684	substrate
DB00495	Zidovudine	Thymidine kinase, cytosolic	Human	P04183	substrate
DB00495	Zidovudine	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB00495	Zidovudine	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00496	Darifenacin	Cytochrome P450 3A4	Human	P08684	substrate
DB00496	Darifenacin	Cytochrome P450 2D6	Human	P10635	substrate
DB00497	Oxycodone	Cytochrome P450 2D6	None	None	None
DB00497	Oxycodone	Cytochrome P450 3A4	None	None	None
DB00497	Oxycodone	Cytochrome P450 2D6	Human	P10635	substrate
DB00497	Oxycodone	Cytochrome P450 3A4	Human	P08684	substrate
DB00497	Oxycodone	Cytochrome P450 3A5	Human	P20815	substrate
DB00497	Oxycodone	Cytochrome P450 3A7	Human	P24462	substrate
DB00499	Flutamide	Cytochrome P450 1A2	None	None	None
DB00499	Flutamide	Cytochrome P450 3A4	Human	P08684	substrate
DB00499	Flutamide	Cytochrome P450 1A2	Human	P05177	substrate
DB00499	Flutamide	Cytochrome P450 1A1	Human	P04798	substrate
DB00499	Flutamide	Cytochrome P450 1B1	Human	Q16678	substrate
DB00499	Flutamide	Cytochrome P450 2C19	Human	P33261	substrate
DB00499	Flutamide	Cytochrome P450 3A5	Human	P20815	substrate
DB00500	Tolmetin	Tryptophan 2,3-dioxygenase	Human	P48775	inhibitor
DB00500	Tolmetin	Myeloperoxidase	Human	P05164	inhibitor
DB00501	Cimetidine	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00501	Cimetidine	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00501	Cimetidine	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00501	Cimetidine	Cytochrome P450 3A5	Human	P20815	inhibitor
DB00501	Cimetidine	Cytochrome P450 3A7	Human	P24462	inhibitor
DB00501	Cimetidine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00501	Cimetidine	Cytochrome P450 11B1, mitochondrial	Human	P15538	inhibitor
DB00501	Cimetidine	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00501	Cimetidine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00501	Cimetidine	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00501	Cimetidine	Dimethylaniline monooxygenase [N-oxide-forming] 3	Human	P31513	substrate
DB00501	Cimetidine	Dimethylaniline monooxygenase [N-oxide-forming] 1	Human	Q01740	substrate
DB00502	Haloperidol	Cytochrome P450 3A4	None	None	None
DB00502	Haloperidol	Cytochrome P450 3A4	None	None	None
DB00502	Haloperidol	Carbonyl reductase [NADPH] 1	None	None	None
DB00502	Haloperidol	Cytochrome P450 3A4	None	None	None
DB00502	Haloperidol	UDP-glucuronosyltransferase 1-9	None	None	None
DB00502	Haloperidol	Cytochrome P450 3A4	None	None	None
DB00502	Haloperidol	Cytochrome P450 3A4	None	None	None
DB00502	Haloperidol	Cytochrome P450 2D6	None	None	None
DB00502	Haloperidol	Cytochrome P450 1A2	None	None	None
DB00502	Haloperidol	Cytochrome P450 3A4	None	None	None
DB00502	Haloperidol	Cytochrome P450 3A5	Human	P20815	substrate
DB00502	Haloperidol	Cytochrome P450 3A7	Human	P24462	substrate
DB00502	Haloperidol	Cytochrome P450 1A2	Human	P05177	substrate
DB00502	Haloperidol	Cytochrome P450 2D6	Human	P10635	substrate
DB00502	Haloperidol	Cytochrome P450 3A4	Human	P08684	substrate
DB00502	Haloperidol	Carbonyl reductase [NADPH] 1	Human	P16152	substrate
DB00502	Haloperidol	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB00502	Haloperidol	Cytochrome P450 1A1	Human	P04798	substrate
DB00502	Haloperidol	Cytochrome P450 2C19	Human	P33261	substrate
DB00502	Haloperidol	Cytochrome P450 2C9	Human	P11712	substrate
DB00503	Ritonavir	Cytochrome P450 3A5	None	None	None
DB00503	Ritonavir	Cytochrome P450 3A4	None	None	None
DB00503	Ritonavir	Cytochrome P450 3A4	None	None	None
DB00503	Ritonavir	Cytochrome P450 3A5	None	None	None
DB00503	Ritonavir	Cytochrome P450 3A5	None	None	None
DB00503	Ritonavir	Cytochrome P450 3A4	None	None	None
DB00503	Ritonavir	Cytochrome P450 2D6	None	None	None
DB00503	Ritonavir	Cytochrome P450 3A4	None	None	None
DB00503	Ritonavir	Cytochrome P450 3A5	None	None	None
DB00503	Ritonavir	Cytochrome P450 2D6	Human	P10635	substrate
DB00503	Ritonavir	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00503	Ritonavir	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00503	Ritonavir	Cytochrome P450 2B6	Human	P20813	substrate
DB00503	Ritonavir	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00503	Ritonavir	Cytochrome P450 1A2	Human	P05177	substrate
DB00503	Ritonavir	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00503	Ritonavir	Cytochrome P450 3A4	Human	P08684	substrate
DB00503	Ritonavir	Cytochrome P450 3A5	Human	P20815	substrate
DB00503	Ritonavir	Cytochrome P450 3A7	Human	P24462	substrate
DB00503	Ritonavir	Cytochrome P450 3A43	Human	Q9HB55	substrate
DB00503	Ritonavir	UDP-glucuronosyltransferase 1-1	Human	P22309	inducer
DB00507	Nitazoxanide	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	None	None	None
DB00507	Nitazoxanide	Pyruvate-flavodoxin oxidoreductase	Desulfovibrio africanus	P94692	inhibitor
DB00508	Triflupromazine	Cholinesterase	Human	P06276	inhibitor
DB00513	Aminocaproic Acid	Aldehyde oxidase	Human	Q06278	substrate
DB00514	Dextromethorphan	Cytochrome P450 2D6	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 2C9	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 3A4	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 2B6	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 2D6	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 2C9	None	None	None
DB00514	Dextromethorphan	UDP-glucuronosyltransferase	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 3A4	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 2D6	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 2D6	None	None	None
DB00514	Dextromethorphan	UDP-glucuronosyltransferase	None	None	None
DB00514	Dextromethorphan	Cytochrome P450 2D6	Human	P10635	substrate
DB00514	Dextromethorphan	Cytochrome P450 3A4	Human	P08684	substrate
DB00514	Dextromethorphan	Cytochrome P450 3A5	Human	P20815	substrate
DB00514	Dextromethorphan	Cytochrome P450 3A7	Human	P24462	substrate
DB00514	Dextromethorphan	Cytochrome P450 2B6	Human	P20813	substrate
DB00514	Dextromethorphan	Cytochrome P450 2C19	Human	P33261	substrate
